Dvex.abundance	Location	Year	Month	Sampling.site	Filter.number	Rep.number	Ct.value	calib.curve
medium	Largs	2018	February	L	5	3	NA	10720201
medium	Largs	2018	February	L	6	1	NA	10720201
medium	Largs	2018	February	L	6	2	38.88	10720201
medium	Largs	2018	February	L	6	3	NA	10720201
medium	Largs	2018	February	L	7	1	NA	10720201
medium	Largs	2018	February	L	7	2	39.99	10720201
medium	Largs	2018	February	L	7	3	39.86	10720201
medium	Largs	2018	February	L	8	1	43.05	10720201
medium	Largs	2018	February	L	8	2	NA	10720201
medium	Largs	2018	February	L	8	3	NA	10720201
medium	Largs	2018	February	L	9	1	NA	10720201
medium	Largs	2018	February	L	9	2	NA	10720201
medium	Largs	2018	February	L	9	3	NA	10720201
medium	Largs	2018	February	L	10	1	41.53	10720201
medium	Largs	2018	February	L	10	2	NA	10720201
medium	Largs	2018	February	L	10	3	NA	10720201
medium	Largs	2018	February	M	1	1	39.01	10720201
medium	Largs	2018	February	M	1	2	37.58	10720201
medium	Largs	2018	February	M	1	3	NA	10720201
medium	Largs	2018	February	M	2	1	NA	10720201
medium	Largs	2018	February	M	2	2	NA	10720201
medium	Largs	2018	February	M	2	3	40.02	10720201
medium	Largs	2018	February	M	3	1	NA	10720201
medium	Largs	2018	February	M	3	2	NA	10720201
medium	Largs	2018	February	M	3	3	NA	10720201
medium	Largs	2018	February	M	4	1	38.92	10720201
medium	Largs	2018	February	M	4	2	37.29	10720201
medium	Largs	2018	February	M	4	3	36.41	10720201
medium	Largs	2018	February	M	5	1	NA	10720201
medium	Largs	2018	February	M	5	2	NA	10720201
medium	Largs	2018	February	M	5	3	NA	10720201
medium	Largs	2018	February	M	6	1	NA	10720201
medium	Largs	2018	February	M	6	2	NA	10720201
medium	Largs	2018	February	M	6	3	39.71	10720201
medium	Largs	2018	February	M	7	1	39.47	10720201
medium	Largs	2018	February	M	7	2	NA	10720201
medium	Largs	2018	February	M	7	3	38.81	10720201
medium	Largs	2018	February	M	8	1	NA	10720201
medium	Largs	2018	February	M	8	2	NA	10720201
medium	Largs	2018	February	M	8	3	NA	10720201
medium	Largs	2018	February	M	9	1	39.09	10720201
medium	Largs	2018	February	M	9	2	NA	10720201
medium	Largs	2018	February	M	9	3	NA	10720201
medium	Largs	2018	February	M	10	1	NA	10720201
medium	Largs	2018	February	M	10	2	NA	10720201
medium	Largs	2018	February	M	10	3	NA	10720201
medium	Largs	2018	February	N	1	1	38.01	10720201
medium	Largs	2018	February	N	1	2	38.80	10720201
medium	Largs	2018	February	N	1	3	NA	10720201
medium	Largs	2018	February	N	2	1	NA	10720201
medium	Largs	2018	February	N	2	2	38.71	10720201
medium	Largs	2018	February	N	2	3	NA	10720201
medium	Largs	2018	February	N	3	1	40.58	3072020
medium	Largs	2018	February	N	3	2	NA	3072020
medium	Largs	2018	February	N	3	3	NA	3072020
medium	Largs	2018	February	N	4	1	37.46	3072020
medium	Largs	2018	February	N	4	2	37.83	3072020
medium	Largs	2018	February	N	4	3	37.95	3072020
medium	Largs	2018	February	N	5	1	NA	3072020
medium	Largs	2018	February	N	5	2	NA	3072020
medium	Largs	2018	February	N	5	3	NA	3072020
medium	Largs	2018	February	N	6	1	43.25	3072020
medium	Largs	2018	February	N	6	2	37.67	3072020
medium	Largs	2018	February	N	6	3	37.40	3072020
medium	Largs	2018	February	N	7	1	NA	3072020
medium	Largs	2018	February	N	7	2	38.93	3072020
medium	Largs	2018	February	N	7	3	NA	3072020
medium	Largs	2018	February	N	8	1	NA	3072020
medium	Largs	2018	February	N	8	2	NA	3072020
medium	Largs	2018	February	N	8	3	NA	3072020
medium	Largs	2018	February	N	9	1	42.95	3072020
medium	Largs	2018	February	N	9	2	38.74	3072020
medium	Largs	2018	February	N	9	3	NA	3072020
medium	Largs	2018	February	N	10	1	NA	3072020
medium	Largs	2018	February	N	10	2	40.37	3072020
medium	Largs	2018	February	N	10	3	NA	3072020
medium	Largs	2018	April	L	1	1	37.99	385
medium	Largs	2018	April	L	1	2	NA	385
medium	Largs	2018	April	L	1	3	NA	385
medium	Largs	2018	April	L	2	1	NA	385
medium	Largs	2018	April	L	2	2	NA	385
medium	Largs	2018	April	L	2	3	NA	385
medium	Largs	2018	April	L	3	1	NA	385
medium	Largs	2018	April	L	3	2	NA	385
medium	Largs	2018	April	L	3	3	38.56	385
medium	Largs	2018	April	L	4	1	41.20	385
medium	Largs	2018	April	L	4	2	NA	385
medium	Largs	2018	April	L	4	3	NA	385
medium	Largs	2018	April	L	5	1	NA	385
medium	Largs	2018	April	L	5	2	NA	385
medium	Largs	2018	April	L	5	3	38.56	385
medium	Largs	2018	April	M	1	1	41.20	385
medium	Largs	2018	April	M	1	2	NA	385
medium	Largs	2018	April	M	1	3	NA	385
medium	Largs	2018	April	M	2	1	NA	385
medium	Largs	2018	April	M	2	2	NA	385
medium	Largs	2018	April	M	2	3	NA	385
medium	Largs	2018	April	M	3	1	NA	385
medium	Largs	2018	April	M	3	2	NA	385
medium	Largs	2018	April	M	3	3	NA	385
medium	Largs	2018	April	M	4	1	NA	385
medium	Largs	2018	April	M	4	2	NA	385
medium	Largs	2018	April	M	4	3	38.78	385
medium	Largs	2018	April	M	5	1	37.41	385
medium	Largs	2018	April	M	5	2	38.73	385
medium	Largs	2018	April	M	5	3	NA	385
medium	Largs	2018	April	N	1	1	40.02	385
medium	Largs	2018	April	N	1	2	NA	385
medium	Largs	2018	April	N	1	3	37.35	385
medium	Largs	2018	April	N	2	1	37.18	385
medium	Largs	2018	April	N	2	2	39.37	385
medium	Largs	2018	April	N	2	3	37.63	385
medium	Largs	2018	April	N	3	1	NA	385
medium	Largs	2018	April	N	3	2	NA	385
medium	Largs	2018	April	N	3	3	NA	385
medium	Largs	2018	April	N	4	1	38.35	385
medium	Largs	2018	April	N	4	2	NA	385
medium	Largs	2018	April	N	4	3	37.46	385
medium	Largs	2018	April	N	5	1	NA	385
medium	Largs	2018	April	N	5	2	NA	385
medium	Largs	2018	April	N	5	3	NA	385
medium	Largs	2018	July	L	1	1	37.34	17072020
medium	Largs	2018	July	L	1	2	37.51	17072020
medium	Largs	2018	July	L	1	3	NA	17072020
medium	Largs	2018	July	L	2	1	38.87	17072020
medium	Largs	2018	July	L	2	2	38.70	17072020
medium	Largs	2018	July	L	2	3	36.85	17072020
medium	Largs	2018	July	L	3	1	37.94	17072020
medium	Largs	2018	July	L	3	2	38.79	17072020
medium	Largs	2018	July	L	3	3	39.80	17072020
medium	Largs	2018	July	L	4	1	36.86	17072020
medium	Largs	2018	July	L	4	2	39.54	17072020
medium	Largs	2018	July	L	4	3	40.53	17072020
medium	Largs	2018	July	L	5	1	NA	17072020
medium	Largs	2018	July	L	5	2	37.85	17072020
medium	Largs	2018	July	L	5	3	36.43	17072020
medium	Largs	2018	July	M	1	1	35.20	17072020
medium	Largs	2018	July	M	1	2	36.26	17072020
medium	Largs	2018	July	M	1	3	35.71	17072020
medium	Largs	2018	July	M	2	1	38.36	17072020
medium	Largs	2018	July	M	2	2	NA	17072020
medium	Largs	2018	July	M	2	3	36.90	17072020
medium	Largs	2018	July	M	3	1	38.53	17072020
medium	Largs	2018	July	M	3	2	39.14	17072020
medium	Largs	2018	July	M	3	3	37.95	17072020
medium	Largs	2018	July	M	4	1	38.31	17072020
medium	Largs	2018	July	M	4	2	37.49	17072020
medium	Largs	2018	July	M	4	3	35.55	17072020
medium	Largs	2018	July	M	5	1	NA	17072020
medium	Largs	2018	July	M	5	2	39.80	17072020
medium	Largs	2018	July	M	5	3	38.08	17072020
medium	Largs	2018	July	N	1	1	NA	17072020
medium	Largs	2018	July	N	1	2	NA	17072020
medium	Largs	2018	July	N	1	3	NA	17072020
medium	Largs	2018	July	N	2	1	38.20	17072020
medium	Largs	2018	July	N	2	2	37.49	17072020
medium	Largs	2018	July	N	2	3	36.81	17072020
medium	Largs	2018	July	N	3	1	38.77	17072020
medium	Largs	2018	July	N	3	2	39.77	17072020
medium	Largs	2018	July	N	3	3	40.46	17072020
medium	Largs	2018	July	N	4	1	36.47	17072020
medium	Largs	2018	July	N	4	2	37.84	17072020
medium	Largs	2018	July	N	4	3	37.03	17072020
medium	Largs	2018	July	N	5	1	NA	17072020
medium	Largs	2018	July	N	5	2	39.22	17072020
medium	Largs	2018	July	N	5	3	NA	17072020
medium	Largs	2018	October	L	1	1	38.75	2152
medium	Largs	2018	October	L	1	2	38.64	2152
medium	Largs	2018	October	L	1	3	NA	2152
medium	Largs	2018	October	L	2	1	38.70	2152
medium	Largs	2018	October	L	2	2	40.12	2152
medium	Largs	2018	October	L	2	3	40.18	2152
medium	Largs	2018	October	L	3	1	39.65	2152
medium	Largs	2018	October	L	3	2	NA	2152
medium	Largs	2018	October	L	3	3	NA	2152
medium	Largs	2018	October	L	4	1	39.04	2152
medium	Largs	2018	October	L	4	2	39.44	2152
medium	Largs	2018	October	L	4	3	41.70	2152
medium	Largs	2018	October	L	5	1	NA	2152
medium	Largs	2018	October	L	5	2	41.08	2152
medium	Largs	2018	October	L	5	3	38.46	2152
medium	Largs	2018	October	M	1	1	38.03	2152
medium	Largs	2018	October	M	1	2	38.80	2152
medium	Largs	2018	October	M	1	3	37.92	2152
medium	Largs	2018	October	M	2	1	NA	2152
medium	Largs	2018	October	M	2	2	38.33	2152
medium	Largs	2018	October	M	2	3	39.84	2152
medium	Largs	2018	October	M	3	1	38.30	2152
medium	Largs	2018	October	M	3	2	39.91	2152
medium	Largs	2018	October	M	3	3	38.65	2152
medium	Largs	2018	October	M	4	1	38.13	2152
medium	Largs	2018	October	M	4	2	39.04	2152
medium	Largs	2018	October	M	4	3	38.89	2152
medium	Largs	2018	October	M	5	1	38.07	2152
medium	Largs	2018	October	M	5	2	37.26	2152
medium	Largs	2018	October	M	5	3	37.87	2152
medium	Largs	2018	October	N	1	1	35.47	2152
medium	Largs	2018	October	N	1	2	35.22	2152
medium	Largs	2018	October	N	1	3	34.9	2152
medium	Largs	2018	October	N	2	1	37.5	2152
medium	Largs	2018	October	N	2	2	38.12	2152
medium	Largs	2018	October	N	2	3	37.66	2152
medium	Largs	2018	October	N	3	1	38.24	2152
medium	Largs	2018	October	N	3	2	37.88	2152
medium	Largs	2018	October	N	3	3	37.64	2152
medium	Largs	2018	October	N	4	1	36.63	2152
medium	Largs	2018	October	N	4	2	36.81	2152
medium	Largs	2018	October	N	4	3	36	2152
medium	Largs	2018	October	N	5	1	37.52	2152
medium	Largs	2018	October	N	5	2	36.97	2152
medium	Largs	2018	October	N	5	3	37.47	2152
medium	Largs	2019	May	L	1	1	37.65	2406
medium	Largs	2019	May	L	1	2	38.30	2406
medium	Largs	2019	May	L	1	3	39.87	2406
medium	Largs	2019	May	L	2	1	35.85	2406
medium	Largs	2019	May	L	2	2	34.94	2406
medium	Largs	2019	May	L	2	3	36.62	2406
medium	Largs	2019	May	L	3	1	38.70	2406
medium	Largs	2019	May	L	3	2	39.84	2406
medium	Largs	2019	May	L	3	3	40.53	2406
medium	Largs	2019	May	L	4	1	35.20	2406
medium	Largs	2019	May	L	4	2	36.33	2406
medium	Largs	2019	May	L	4	3	36.69	2406
medium	Largs	2019	May	L	5	1	36.00	2406
medium	Largs	2019	May	L	5	2	35.84	2406
medium	Largs	2019	May	L	5	3	35.54	2406
medium	Largs	2019	May	M	1	1	37.56	2406
medium	Largs	2019	May	M	1	2	38.47	2406
medium	Largs	2019	May	M	1	3	37.95	2406
medium	Largs	2019	May	M	2	1	35.79	2406
medium	Largs	2019	May	M	2	2	35.77	2406
medium	Largs	2019	May	M	2	3	36.08	2406
medium	Largs	2019	May	M	3	1	35.62	2406
medium	Largs	2019	May	M	3	2	37.93	2406
medium	Largs	2019	May	M	3	3	36.18	2406
medium	Largs	2019	May	M	4	1	36.87	2406
medium	Largs	2019	May	M	4	2	39.22	2406
medium	Largs	2019	May	M	4	3	36.83	2406
medium	Largs	2019	May	M	5	1	37.03	2406
medium	Largs	2019	May	M	5	2	38.07	2406
medium	Largs	2019	May	M	5	3	37.96	2406
medium	Largs	2019	May	N	1	1	38.58	705
medium	Largs	2019	May	N	1	2	37.97	705
medium	Largs	2019	May	N	1	3	NA	705
medium	Largs	2019	May	N	2	1	NA	705
medium	Largs	2019	May	N	2	2	36.78	705
medium	Largs	2019	May	N	2	3	37.69	705
medium	Largs	2019	May	N	3	1	36.96	705
medium	Largs	2019	May	N	3	2	38.36	705
medium	Largs	2019	May	N	3	3	NA	705
medium	Largs	2019	May	N	4	1	NA	705
medium	Largs	2019	May	N	4	2	NA	705
medium	Largs	2019	May	N	4	3	38.78	705
medium	Largs	2019	May	N	5	1	37.77	705
medium	Largs	2019	May	N	5	2	NA	705
medium	Largs	2019	May	N	5	3	37.22	705
